,Make_Honda,Make_Maruti Suzuki,Make_Hyundai,Make_Toyota,Make_BMW,Make_Skoda,Make_Nissan,Make_Renault,Make_Tata,Make_Volkswagen,Make_Ford,Make_Mercedes-Benz,Make_Audi,Make_Mahindra,Make_MG,Make_Jeep,Make_Kia,Make_Volvo,Make_Porsche,Make_Isuzu,Make_Jaguar,Make_Land Rover,Make_MINI,Make_Mitsubishi,Make_Datsun,Make_Chevrolet,Make_Ssangyong,Make_Fiat,Make_Lexus,Model,Price,Year,Kilometer,Fuel Type_Petrol,Fuel Type_Diesel,Fuel Type_CNG,Fuel Type_CNG + CNG,Fuel Type_LPG,Fuel Type_Petrol + CNG,Transmission_Manual,Transmission_Automatic,Location,Color,Owner_First,Owner_Second,Owner_Third,Owner_UnRegistered Car,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta 1.2 (O) [2016],0.1622374082510757,0.8529411764705882,0.00859682238083928,1,0,0,0,0,0,1,0,Nashik,Red,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
1073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Zeta 1.2,0.12958744621614782,0.8529411764705882,0.033963773641511555,1,0,0,0,0,0,1,0,Noida,Brown,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
1076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VXI AT,0.13819286256643887,0.8529411764705882,0.02201332549970624,1,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,Corporate,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
1079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i20 Magna (O) 1.2,0.10149329283725639,0.7647058823529411,0.011462929859869745,1,0,0,0,0,0,1,0,Ahmedabad,Brown,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3319209039548023,0.2979942693409742,0.5,0.35294117647058826
1082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q3 35 TDI Technology,0.5317641103518097,0.8235294117647058,0.04766478742952861,0,1,0,0,0,0,0,1,Bangalore,Black,1,0,0,0,Individual,1968 cc,AWD,0.5973060845332094,0.5028248587570622,0.4455587392550143,0.5,0.5764705882352941
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seltos GTX Plus 1.4 DCT,0.4558339660845356,0.9411764705882353,0.0034626298486193233,1,0,0,0,0,0,0,1,Bangalore,Black,1,0,0,0,Individual,1353 cc,FWD,0.5647933116581514,0.4590395480225989,0.498567335243553,0.5,0.4117647058823529
1084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elantra SX (O) 2.0 AT,0.28499114148316884,0.8529411764705882,0.011962948610572897,1,0,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,1999 cc,FWD,0.7064561077566187,0.4590395480225989,0.24068767908309455,0.5,0.4117647058823529
1086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accent Executive,0.0888382687927107,0.7941176470588235,0.02059977249146843,1,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,Individual,1495 cc,FWD,0.5346028797027403,0.2754237288135593,0.10458452722063037,0.5,0.35294117647058826
1088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX 1.6 CRDi,0.2660086054163503,0.8823529411764706,0.03294073527757291,0,1,0,0,0,0,1,0,Pune,Red,1,0,0,0,Individual,1582 cc,FWD,0.5438922433813284,0.4307909604519774,0.5272206303724928,0.5,0.47058823529411764
1089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i10 Sportz 1.2 Kappa2,0.08757276638825613,0.8235294117647058,0.013963023613385502,1,0,0,0,0,0,1,0,Mumbai,Maroon,1,0,0,0,Individual,1197 cc,FWD,0.22573153738968882,0.1694915254237288,0.3624641833810888,0.5,0.23529411764705882
1090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S-Presso VXi Plus,0.09516578081498354,0.9705882352941176,0.019387227021013288,1,0,0,0,0,0,1,0,Panchkula,Silver,1,0,0,0,Individual,998 cc,FWD,0.21644217371110078,0.0635593220338983,0.3825214899713467,0.5,0.1411764705882353
1091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.4 ZX 7 STR [2016-2020],0.5418881295874463,0.8529411764705882,0.014963061114791804,0,1,0,0,0,0,1,0,Chennai,Maroon,1,0,0,0,Individual,2393 cc,RWD,0.7598699489084998,0.501412429378531,0.7134670487106017,0.8333333333333334,0.47058823529411764
1093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire LXI (O),0.09415337889141989,0.8529411764705882,0.034463792392214705,1,0,0,0,0,0,1,0,Faridabad,Grey,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
1094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i20 Active 1.2 SX,0.1293343457352569,0.8235294117647058,0.0113129242346588,1,0,0,0,0,0,1,0,Mumbai,Red,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.4025423728813559,0.36962750716332377,0.5,0.35294117647058826
1096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q3 35 TDI quattro Technology,0.8101746393318148,0.9117647058823529,0.02046326737252647,0,1,0,0,0,0,0,1,Hyderabad,White,0,1,0,0,Individual,1968 cc,AWD,0.5973060845332094,0.5028248587570622,0.4455587392550143,0.5,0.5764705882352941
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S10,0.20906099721589472,0.7647058823529411,0.0499643736640124,0,1,0,0,0,0,1,0,Mumbai,Red,0,1,0,0,Individual,2179 cc,RWD,0.6302833255921969,0.4872881355932203,1.0,1.0,0.5294117647058824
1098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciaz Alpha 1.4 MT,0.21513540875727663,0.8823529411764706,0.00649574359038464,1,0,0,0,0,0,1,0,Bangalore,Grey,1,0,0,0,Individual,1373 cc,FWD,0.6460752438457965,0.3601694915254237,0.2693409742120344,0.5,0.32941176470588235
1099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duster 85 PS RxL,0.09516578081498354,0.7941176470588235,0.037463904896433614,0,1,0,0,0,0,1,0,Kanpur,Black,1,0,0,0,Individual,1461 cc,FWD,0.5647933116581514,0.4901129943502825,0.5702005730659025,0.5,0.4117647058823529
1100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S-Presso VXi (O),0.09516578081498354,0.9117647058823529,0.026583996899883746,1,0,0,0,0,0,1,0,Mirzapur,Grey,1,0,0,0,Individual,998 cc,FWD,0.21644217371110078,0.0635593220338983,0.3825214899713467,0.5,0.1411764705882353
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Countryman Cooper S JCW Inspired,0.9683624398886358,0.9705882352941176,0.00596272360213508,1,0,0,0,0,0,0,1,Delhi,Green,1,0,0,0,Individual,1998 cc,FWD,0.557361820715281,0.4901129943502825,0.37249283667621774,0.5,0.3764705882352941
1102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City 1.5 S MT,0.11414831688180208,0.7352941176470589,0.032463717389402104,1,0,0,0,0,0,1,0,Chennai,Brown,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2693409742120344,0.5,0.3176470588235294
1103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortuner 3.0 4x2 MT,0.2976461655277145,0.7058823529411765,0.04846431741190295,0,1,0,0,0,0,1,0,Jalandhar,White,0,1,0,0,Individual,2982 cc,RWD,0.7459359033906178,0.5155367231638418,0.7922636103151862,0.8333333333333334,0.7647058823529411
1104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.7 ZX AT 7 STR,0.44064768413059985,0.8529411764705882,0.02446341737815168,1,0,0,0,0,0,0,1,Delhi,Maroon,0,1,0,0,Individual,2694 cc,RWD,0.7598699489084998,0.501412429378531,0.7134670487106017,0.8333333333333334,0.5882352941176471
1105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eon 1.0 Kappa Magna + [2014-2016],0.048342191850164515,0.7352941176470589,0.031963698638698954,1,0,0,0,0,0,1,0,Faizabad,White,1,0,0,0,Individual,998 cc,FWD,0.19321876451463074,0.03531073446327684,0.30515759312320917,0.5,0.2
1107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amaze 1.5 VX i-DTEC,0.22424702606934954,0.9117647058823529,0.02796354863307374,0,1,0,0,0,0,1,0,Hyderabad,White,1,0,0,0,Individual,1498 cc,FWD,0.41384115188109616,0.2895480225988701,0.2979942693409742,0.5,0.23529411764705882
1108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Alpha Automatic,0.18375094912680334,0.8823529411764706,0.019463229871120168,1,0,0,0,0,0,0,1,Mumbai,Red,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.30515759312320917,0.5,0.25882352941176473
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S4 1.99 [2016-2017],0.22804353328271323,0.8529411764705882,0.02746352988237059,0,1,0,0,0,0,1,0,Patna,White,0,1,0,0,Individual,1997 cc,RWD,0.6302833255921969,0.4872881355932203,1.0,1.0,0.5294117647058824
1110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Magna AT 1.2 Kappa VTVT,0.12655024044545685,0.8823529411764706,0.026463492380964286,1,0,0,0,0,0,0,1,Hyderabad,White,0,1,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
1111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],0.15084788661098456,0.9705882352941176,0.0006495243571633937,0,0,1,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Individual,1196 cc,RWD,0.2675336739433349,0.0,0.7206303724928367,0.5,0.29411764705882354
1112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Class C 220d Progressive [2018-2019],0.8481397114654518,0.8823529411764706,0.033963773641511555,0,1,0,0,0,0,0,1,Hyderabad,White,1,0,0,0,Individual,1950 cc,RWD,0.7371110078959592,0.4731638418079096,0.20773638968481375,0.5,0.6
1113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Sportz 1.2 [2016-2017],0.15084788661098456,0.9117647058823529,0.017463154868307563,1,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
1114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-Series 520d M Sport,0.6456593267527209,0.8235294117647058,0.019463229871120168,0,1,0,0,0,0,0,1,Delhi,White,1,0,0,0,Individual,1995 cc,RWD,0.8360427310729215,0.8742937853107344,0.23925501432664756,0.5,0.5882352941176471
1115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4 2.0 TDI (177bhp) Premium,0.33561123766135154,0.6764705882352942,0.03096366113729265,0,1,0,0,0,0,0,1,Chennai,White,1,0,0,0,Individual,1968 cc,FWD,0.7440780306549002,0.4957627118644068,0.18624641833810887,0.5,0.5647058823529412
1116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City V CVT Petrol [2017-2019],0.3267527208301696,0.9705882352941176,0.005462704851431929,1,0,0,0,0,0,0,1,Mumbai,Black,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
1117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift ZXi Plus [2018-2019],0.20020248038471272,0.9411764705882353,0.005462704851431929,1,0,0,0,0,0,1,0,Bangalore,White,1,0,0,0,Individual,1197 cc,FWD,0.344170924291686,0.3672316384180791,0.333810888252149,0.5,0.25882352941176473
1118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VXI,0.12047582890407492,0.7647058823529411,0.0509644111654187,1,0,0,0,0,0,1,0,Salem,Grey,0,1,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
1119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eeco 7 STR STD (O),0.14578587699316628,1.0,0.0034626298486193233,1,0,0,0,0,0,1,0,Hyderabad,Grey,1,0,0,0,Individual,1196 cc,RWD,0.2675336739433349,0.0,0.7564469914040115,0.8333333333333334,0.29411764705882354
1120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eon Sportz,0.04201467982789167,0.7058823529411765,0.00996287360776029,1,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Individual,814 cc,FWD,0.18392940083604273,0.1059322033898305,0.29083094555873923,0.5,0.2
1121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],0.13819286256643887,0.9117647058823529,0.012462967361276047,1,0,0,0,0,0,1,0,Hyderabad,Silver,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
1123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift VDi,0.17742343710453048,0.8823529411764706,0.032463717389402104,0,1,0,0,0,0,1,0,Hyderabad,Blue,1,0,0,0,Individual,1248 cc,FWD,0.344170924291686,0.3672316384180791,0.333810888252149,0.5,0.25882352941176473
1124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ecosport Titanium 1.5 Ti-VCT,0.12680334092634776,0.7352941176470589,0.023463379876745377,1,0,0,0,0,0,1,0,Indore,Black,1,0,0,0,Individual,1499 cc,FWD,0.41802136553646074,0.4096045197740113,0.5888252148997135,0.5,0.43529411764705883
1125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duster 110 PS RXZ 4X2 MT Diesel,0.10149329283725639,0.8235294117647058,1.0,0,1,0,0,0,0,1,0,Ranchi,White,1,0,0,0,Individual,1461 cc,FWD,0.5647933116581514,0.4901129943502825,0.5702005730659025,0.5,0.4117647058823529
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,XE Prestige Diesel,0.6709693748418122,0.8823529411764706,0.02273585259447229,0,1,0,0,0,0,0,1,Chandigarh,Red,0,1,0,0,Individual,1999 cc,RWD,0.7877380399442638,0.6949152542372882,0.17048710601719197,0.5,0.4823529411764706
1129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polo Comfortline 1.2L (P),0.13059984813971146,0.7647058823529411,0.03635486330737402,1,0,0,0,0,0,1,0,Bangalore,Grey,1,0,0,0,Individual,1198 cc,FWD,0.40455178820250814,0.2923728813559322,0.22349570200573066,0.5,0.35294117647058826
1130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto VXi [2014-2019],0.08099215388509239,0.8529411764705882,0.008362813605510206,1,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Individual,998 cc,FWD,0.20715281003251276,0.0211864406779661,0.25501432664756446,0.5,0.23529411764705882
1131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yaris V CVT,0.26347760060744113,0.9117647058823529,0.020413265497456156,1,0,0,0,0,0,0,1,Pune,Red,1,0,0,0,Corporate,1496 cc,FWD,0.6158848118903855,0.3601694915254237,0.2836676217765043,0.5,0.3176470588235294
1132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR-V VX MT Petrol,0.13439635535307518,0.8529411764705882,0.019463229871120168,1,0,0,0,0,0,1,0,Guwahati,White,1,0,0,0,Corporate,1199 cc,FWD,0.41802136553646074,0.365819209039548,0.4355300859598854,0.5,0.29411764705882354
1133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X1 sDrive20d xLine,0.5441660339154645,0.8235294117647058,0.03846394239783992,0,1,0,0,0,0,0,1,Surat,Black,1,0,0,0,Individual,1995 cc,RWD,0.6293543892243382,0.8036723163841808,0.3553008595988539,0.5,0.5647058823529412
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S11 2WD 7 STR,0.3042267780308783,0.8823529411764706,0.05996474867807543,0,1,0,0,0,0,1,0,Ranchi,Black,0,1,0,0,Individual,2179 cc,RWD,0.6302833255921969,0.4872881355932203,1.0,0.8333333333333334,0.5294117647058824
1135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amaze 1.2 SX i-VTEC,0.12427233611743863,0.8529411764705882,0.01931322424590922,1,0,0,0,0,0,1,0,Meerut,Maroon,1,0,0,0,Individual,1198 cc,FWD,0.41384115188109616,0.2895480225988701,0.2979942693409742,0.5,0.23529411764705882
1136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XL6 Zeta MT Petrol,0.3027081751455328,0.9705882352941176,0.0035821343300373766,1,0,0,0,0,0,1,0,Udupi,White,1,0,0,0,Individual,1462 cc,FWD,0.6251741755689735,0.423728813559322,0.5773638968481375,0.6666666666666666,0.35294117647058826
1138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Sports Edition 1.2L Kappa VTVT,0.07997975196152873,0.7647058823529411,0.037963923647136764,1,0,0,0,0,0,1,0,Ernakulam,White,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
1140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitara Brezza VDi,0.19640597317134903,0.9117647058823529,0.04061402302586347,0,1,0,0,0,0,1,0,Ludhiana,White,1,0,0,0,Individual,1248 cc,FWD,0.41616349280074316,0.4449152542372881,0.49140401146131807,0.5,0.38823529411764707
1141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polo GT TDI,0.06985573272589218,0.7352941176470589,0.037963923647136764,0,1,0,0,0,0,1,0,Lucknow,White,1,0,0,0,Individual,1598 cc,FWD,0.40455178820250814,0.2923728813559322,0.22349570200573066,0.5,0.35294117647058826
1142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tiago Revotron XM (O) [2016-2019],0.0888382687927107,0.8823529411764706,0.04569421353300749,1,0,0,0,0,0,1,0,Kanpur,Black,1,0,0,0,Individual,1199 cc,FWD,0.30051091500232235,0.24293785310734464,0.34097421203438394,0.5,0.23529411764705882
1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Evoque HSE Dynamic,0.8987598076436345,0.8823529411764706,0.022463342375339077,0,1,0,0,0,0,0,1,Delhi,Blue,1,0,0,0,Individual,1999 cc,AWD,0.5856943799349744,0.9110169491525424,0.48424068767908307,0.5,0.49411764705882355
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio LX BS-IV,0.15742849911414833,0.7352941176470589,0.023463379876745377,0,1,0,0,0,0,1,0,Patna,White,1,0,0,0,Individual,2179 cc,RWD,0.6182071528100325,0.4830508474576271,0.9713467048710601,1.0,0.5294117647058824
1145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLC 220 d Progressive,0.8481397114654518,0.8823529411764706,0.02496343612885483,0,1,0,0,0,0,0,1,Delhi,Blue,1,0,0,0,Individual,2143 cc,AWD,0.723176962378077,0.5861581920903954,0.4899713467048711,0.5,0.6
1147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vento Highline Plus 1.2 (P) AT 16 Alloy,0.18375094912680334,0.8529411764705882,0.03021363301123792,1,0,0,0,0,0,0,1,Surat,White,1,0,0,0,Individual,1197 cc,FWD,0.5996284254528564,0.3163841807909605,0.24355300859598855,0.5,0.47058823529411764
1148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-Class 350 CDI,0.5317641103518097,0.7647058823529411,0.04046401740065252,0,1,0,0,0,0,0,1,Ahmedabad,Grey,1,0,0,0,Individual,2987 cc,AWD,0.7812354853692522,0.615819209039548,0.6833810888252149,0.5,0.9411764705882353
1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cooper D 5 Door,0.8962288028347254,0.9411764705882353,0.009842369088840832,0,1,0,0,0,0,0,1,Coimbatore,Blue,1,0,0,0,Individual,1496 cc,FWD,0.41012540640966094,0.3559322033898305,0.1833810888252149,0.5,0.3411764705882353
1152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corolla Altis 1.8 G,0.08251075677043786,0.6764705882352942,0.03846394239783992,1,0,0,0,0,0,1,0,Faridabad,Silver,1,0,0,0,Individual,1794 cc,FWD,0.6692986530422667,0.4025423728813559,0.2621776504297994,0.5,0.47058823529411764
1153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna Fluidic 1.6 VTVT SX AT,0.15084788661098456,0.7941176470588235,0.029063589884620673,1,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,Individual,1591 cc,FWD,0.5903390617742684,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
1155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio ZXi,0.11667906859023032,0.7941176470588235,0.020963286123229622,1,0,0,0,0,0,1,0,Bangalore,White,1,0,0,0,Individual,998 cc,FWD,0.23269856014862983,0.1765536723163842,0.37679083094555876,0.5,0.23529411764705882
1156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elantra 1.8 SX AT,0.12553783852189318,0.7352941176470589,0.0314636798879958,1,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,Individual,1797 cc,FWD,0.6646539712029726,0.423728813559322,0.24785100286532952,0.5,0.4823529411764706
1157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City V,0.19893697798025817,0.8823529411764706,0.021390802155080817,1,0,0,0,0,0,1,0,Pune,Brown,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
1158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duster 85 PS RXS 4X2 MT Diesel,0.23057453809162237,0.8823529411764706,0.011962948610572897,0,1,0,0,0,0,1,0,Bangalore,Brown,1,0,0,0,Individual,1461 cc,FWD,0.5647933116581514,0.4901129943502825,0.5702005730659025,0.5,0.4117647058823529
1159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio VXi [2019-2020],0.12427233611743863,0.9117647058823529,0.01696313611760441,1,0,0,0,0,0,1,0,Chennai,White,1,0,0,0,Individual,998 cc,FWD,0.2768230376219229,0.1765536723163842,0.37679083094555876,0.5,0.23529411764705882
1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seltos HTK Plus 1.5 iMT,0.3609212857504429,1.0,0.004712676725377202,1,0,0,0,0,0,1,0,Delhi,White,1,0,0,0,Individual,1497 cc,FWD,0.5647933116581514,0.4590395480225989,0.4871060171919771,0.5,0.4117647058823529
1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,XJ 3.0 V6 Portfolio,0.8987598076436345,0.7647058823529411,0.01596309861619811,0,1,0,0,0,0,0,1,Pune,Brown,0,1,0,0,Individual,2993 cc,RWD,1.0,0.5988700564971752,0.22922636103151864,0.5,0.8
1162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna 1.6 CRDI SX (O),0.28499114148316884,0.8823529411764706,0.04846431741190295,0,1,0,0,0,0,1,0,Jaipur,White,1,0,0,0,Individual,1582 cc,FWD,0.5926614026939154,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
